target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
MytuD.18214.b,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18214.b,P9WI31,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18214.c,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18214.c,P9WI19,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18214.h,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18214.h,P9WHY3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,1,-1,
MytuD.18214.i,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18214.i,P9WHX5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18223.a,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18223.a,P9WI45,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18223.b,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18223.b,P9WI39,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18254.a,PROBABLE TRANSALDOLASE TAL,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18254.a,P9WG33,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18255.a,"L,D-transpeptidase",Mycobacterium tuberculosis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18255.a,O06825,Actinobacteria,Bacteria,Potential drug target,CR_27,request,20,-1,
MytuD.18256.a,POSSIBLE CONSERVED MEMBRANE PROTEIN,Mycobacterium tuberculosis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18256.a,O07436,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MytuD.18273.a,CONSERVED HYPOTHETICAL PROTEIN TB31.7,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18273.a,P9WFD9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18304.a,PROBABLE CYTOCHROME P450 130 CYP130,Mycobacterium tuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18304.a,P9WPL7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,1,-1,
MytuD.18310.a,HYPOTHETICAL PROTEIN,Mycobacterium tuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18310.a,P9WLQ3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,1,-1,
MytuD.18311.a,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18311.a,P9WIF3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18320.a,ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE),Mycobacterium tuberculosis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18320.a,P9WMU7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,8,-1,
MytuD.18324.a,CONSERVED HYPOTHETICAL PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18324.a,P9WM79,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18350.a,PROBABLE CYTOCHROME P450 130 CYP130,Mycobacterium tuberculosis,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18350.a,P9WPL1,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MytuD.18359.a,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18359.a,Q79FW5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18363.a,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY),Mycobacterium tuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18363.a,O53384,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MytuD.18368.a,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18368.a,Q6MWV0,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
TrbrA.00118.a,mannose-1-phosphate guanyltransferase,Trypanosoma brucei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00118.a,Q581X7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.00130.a,peptidylprolyl isomerase-like protein,Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00130.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.00130.b,peptidylprolyl isomerase-like protein,Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00130.b,Q57WF7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.00175.a,"adenylate kinase, putative",Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00175.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.00525.a,"serine/threonine kinase, putative",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00525.a,Q388P9,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.00538.a,"cyclophilin, putative",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00538.a,Q57X93,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.00538.b,"cyclophilin, putative",Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00538.b,Q585R7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.00641.a,"casein kinase I, isoform 2",Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00641.a,Q57W25,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.00855.a,"glyceraldehyde 3-phosphate dehydrogenase, glycosomal",Trypanosoma brucei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00855.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,20,-1,
TrbrA.00913.a,peroxidoxin,Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00913.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.00928.a,"adenylate kinase, putative",Trypanosoma brucei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00928.a,Q38EC4,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,8,-1,
TrbrA.00966.a,"ribose 5-phosphate isomerase, putative",Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.00966.a,Q384D1,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.01031.a,glucose-6-phosphate dehydrogenase,Trypanosoma brucei,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01031.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.01056.a,peroxidoxin,Trypanosoma brucei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01056.a,Q9GU47,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrbrA.01199.a,"iron superoxide dismutase, putative",Trypanosoma brucei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01199.a,Q381J5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.01252.a,protein kinase A catalytic subunit,Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01252.a,Q38DR5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.01375.b,"cyclophilin, putative",Trypanosoma brucei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01375.b,Q581Y2,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,8,-1,
TrbrA.01375.c,"cyclophilin, putative",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01375.c,Q387G2,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.01391.a,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma brucei,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01391.a,Q57V20,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrbrA.01395.a,mercaptopyruvate sulfurtransferase,Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01395.a,Q582K7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.01480.a,"serine/threonine-protein kinase, putative,protein kinase, putative",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01480.a,Q582V7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.01480.b,"serine/threonine-protein kinase, putative,protein kinase, putative",Trypanosoma brucei,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01480.b,Q57V67,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.01480.c,"protein kinase, putative",Trypanosoma brucei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01480.c,Q57YS8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.01488.a,"serine/threonine-protein kinase, putative,protein kinase, putative",Trypanosoma brucei,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.01488.a,Q57WC8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrbrA.10384.a,"cell division control protein 2 homolog 2,cdc2-related kinase",Trypanosoma brucei,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.10384.a,Q57TX3,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrbrA.10384.b,"cell division protein kinase 2 homolog 1,cdc2- like protein kinase",Trypanosoma brucei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.10384.b,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrbrA.10384.c,"cdc2-related kinase, putative,cell division control protein, putative",Trypanosoma brucei,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.10384.c,Q582R8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrbrA.17369.a,"vacuolar ATP synthase subunit B, putative",Trypanosoma brucei,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.17369.a,Q383B1,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrbrA.17369.b,"ATP synthase beta chain, mitochondrial precursor,ATP synthase F1, beta subunit",Trypanosoma brucei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.17369.b,Q57XX1,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrbrA.18248.a,"hypothetical protein, conserved",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18248.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.18248.b,"hypothetical protein, conserved",Trypanosoma brucei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18248.b,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrbrA.18272.a,peptidylprolyl isomerase-like protein,Trypanosoma brucei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18272.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrbrA.18281.a,"V-type ATPase, A subunit, putative",Trypanosoma brucei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18281.a,Q580D6,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrbrA.18369.a,cytosolic leucyl aminopeptidase,Trypanosoma brucei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18369.a,Q57W67,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,8,-1,
TrbrA.18376.a,trypanothione synthetase,Trypanosoma brucei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrbrA.18376.a,Q586P2,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrcrA.00010.a,quinonoid dihydropteridine reductase,Trypanosoma cruzi,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00010.a,Q4D580,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00019.a,prostaglandin f synthase,Trypanosoma cruzi,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00019.a,Q4DJ07,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,20,-1,
TrcrA.00130.b,peptidylprolyl isomerase-like protein,Trypanosoma cruzi,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00130.b,Q4DFL5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrcrA.00174.a,"serine/threonine protein phosphatase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00174.a,Q4DL63,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00198.a,"iron superoxide dismutase, putative",Trypanosoma cruzi,purified,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00198.a,Q4D9I5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-2,work stopped
TrcrA.00198.b,"iron superoxide dismutase, putative",Trypanosoma cruzi,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00198.b,Q4DCQ3,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,20,-1,
TrcrA.00251.a,"serine/threonine-protein kinase, putative",Trypanosoma cruzi,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00251.a,Q4D5A5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrcrA.00429.a,"6-phospho-1-fructokinase, putative",Trypanosoma cruzi,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00429.a,Q4E657,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrcrA.00433.a,"serine/threonine-protein kinase, putative,protein kinase, putative",Trypanosoma cruzi,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00433.a,Q4E650,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00433.b,"serine/threonine-protein kinase, putative",Trypanosoma cruzi,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00433.b,Q4D9P8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00433.c,"serine/threonine-protein kinase, putative",Trypanosoma cruzi,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00433.c,Q4DES6,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00437.a,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00437.a,Q4D8B2,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00437.b,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00437.b,Q4DM60,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00519.a,"serine acetyltransferase, putative",Trypanosoma cruzi,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00519.a,Q4D6P5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrcrA.00538.a,"cyclophilin, putative",Trypanosoma cruzi,target approved,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00538.a,Q4DNC9,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,0,-2,work stopped
TrcrA.00641.e,"casein kinase I, isoform 2",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00641.e,Q4CQE5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00703.a,protein kinase A catalytic subunit,Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00703.a,Q4E4T3,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00759.a,"myo-inositol-1(or 4)-monophosphatase 1, putative",Trypanosoma cruzi,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00759.a,,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
TrcrA.00761.a,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00761.a,Q4DCW6,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00761.b,"protein kinase, putative",Trypanosoma cruzi,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00761.b,Q4D6W8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
TrcrA.00761.g,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00761.g,Q4DZD0,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00766.a,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00766.a,Q4D8X8,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00766.b,"protein kinase, putative,cdc2-related related kinase, putative",Trypanosoma cruzi,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00766.b,Q4CRF3,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
TrcrA.00795.a,"hexokinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00795.a,Q4D3P5,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00924.a,"protein kinase, putative",Trypanosoma cruzi,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00924.a,Q4CL54,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,4,-1,
TrcrA.00974.a,"fructose-1,6-bisphosphate aldolase",Trypanosoma cruzi,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00974.a,Q4D0Q0,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrcrA.00974.b,"fructose-1,6-bisphosphate aldolase",Trypanosoma cruzi,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00974.b,Q4D4S0,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrcrA.00974.c,"fructose-1,6-bisphosphate aldolase",Trypanosoma cruzi,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.00974.c,Q4D4R9,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
TrcrA.01049.b,"aspartate carbamoyltransferase, putative",Trypanosoma cruzi,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/TrcrA.01049.b,O15636,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,20,-1,
